Review	Sentiment
Buritos ocajan! em je stigao skroz hladan, em mesa uopste nema!	0
Jako neobicna,ali vrhunska pica..testo je odlicno, prvi put sam probao ovako nesto, klopa stigla za 40min....sve pohvale.	1
Cevapcici su savrseni, lepinja bozanstvena, kvalitet hrane je 10/10	1
Hrana je stigla u predvidjenom roku - lepo zapakovana i UKUSNA.	1
Kako to da neko ko pravi tako ODLIČNE sendviče, je sposoban da tako zBrlja najobičniji burger????	0
U poslednje vreme ih stalno narucujemo, savrsene su! Posebno slatke s netlom i plazmom, mada su i slane odlicne!	1
Foods are delicious and delivery fast. But the food serviced without bread and no green-stuff. I hope they will improve this.	0
najjadniji kvalitet hrane, a cene su preterane svakako	0
najgori pohovani kackavalj koji sam ikada video,nismo se usudili da ga probamo,ne razlikuju somun i lepinju i hladno je dostavljeno.	0
Prvi (i poslednji) put narucujem picu iz ovog restorana. Ono sto je stiglo bilo je hladno, kao da je spremano dan ranije. Ono sto je bilo na testu je bilo bez veze, a samo testo nije bilo lose.	0
Tesko da se ovo moze nazvati picom.	0
su stigle hladne ,sir se stegao i piza 4 sira je toliko slana da ne moze da se jede	0
Narucena dva pomfrita-ok..topli..Narucen dimljeni batak-dobar,topao..Naruceno punjeno belo meso isporucena vesalica...Vreme isporuke..tacno sat vremena...	0
Lepo pecena pica, bogata sastojcima, sa testom debljine taman onoliko koliko je potrebno. Dostava pre vremena.	1
Izvanredni, ko voli lazanje, uzovace u ovom novom specijaoitetu sa menija najbolje picerije.	1
Sveza ukusna klopa, brza dostava, sushi rolnice malko manje nego na drugim mestima, ali zapravo bas kakve treba da budu. Nastavite :)	1
Nisu se ni pojavili sa hranom.... katastrofa	0
Porucene dve karadjordjeve, lepo zapakovane, tople, pomfrit topao i hrskav, bas kako i treba, dostavljac ljubazan, stigao 20 minuta ranije, sve pohvale...	1
Stiglo 20 minuta pre vremena, vruce. Za razliku od pica koje su uvek bile odlicne, spagete su bile neukusne. Slanina nije bila isprzena, jelo nije bilo slano i bilo je bas suvo.	0
Hrana je stigla ekspresno brzo i sve je bilo toplo i ukusno!	1
Debelo testo, malo nutele i plazme!	0
Kasnili su 45 minuta preko narudzbine na kojoj je vec pisalo 60minuta.	0
strasno....zalosno	0
Jeli smo kuvanu hranu, cufte i sarmice sa zeljem. Kao domace, a porcije su zadovoljavajuce velicine. Cene su, sto se ove hrane tice, pristojne.	1
Standardno dobri, od hrane do isporuke	1
odlicnooo idalje	1
The food was ordered at 13:25 and it was delivered at 15:10!	0
Pizza je bila odlicna, sos (kecap) isto tako. Dostava je malo kasnila, ali ukupan ustisak petica. Narucicemo opet!	1
Hrana je jako loša i nije lepog ukusa, preslano je, kiselo-ljuta supa je kao da je samo pomešan paradajz sa sirćetom i soja sosom. Jedino su rolnice sa povrćem ok, od ostalog nam je loše.	0
Kaprićoza odlična, ljubazan dostavljač...	1
po 100x Fenomenalno	1
Savrsenstvo bez mane	1
Odlicno, odlicno.	1
Iznenadila me je kolicina hrane. Jedan obrok je kao dve porcije, savrseno! Ukusno i zacinjeno, kao sto sam i ocekivao. Sigurno narucujem opet.	1
odlična pasta	1
Sta da kazem, ukusna pica i mirisljava pa ne stignem da slikam jer pojedem previse brzo	1
Sve pohvala...LJUBAZNI...BRZI...UKUSNI...:-)	1
Ja sam se iznenadila kada je momak pozvonio na vrata, kojom brzinom... A o kvalitetu nemam sta komentarisati jer znam od ranije da su odlicni i sendvici i palacinke..	1
Sve je bilo izvanredno. Ja i moja sestra smo se odusevile i ukusom i brzom dostavom. Sve pohvaleee :)	1
najbolja hrana i najlepse upakovana, svi jako ljubazni i uvek stigne pre vremena	1
Pasulj i kupus su bili pravi kafanski, kako se i ocekuje :)	1
Punjena pljeskavica kulen, punjeno pohovano belo meso - odlican kvalitet i kvantitet, kao i uvek. Brza dostava. Sve preporuke, odlican 5.	1
Razočarala sam se kolutom ananasa. Mislim da može mnogo bolje.	0
Najbolja dostava , najgora hrana.	0
Velika i dobar ukus, cena sa popustom idealna, dostava odlična	1
Hrana je ukusna ali nema veze sa onim sto su ponudili na slici. Pokisli smo na kiši čekajući na ulici dostavljača koji nema pojma	0
odkicno, kao i uvek	1
Umesto za 45 kako su rekli, iako piše da je dostava za pola sata, hranu su doneli posle 65 min.	0
Narucio kijevski obrok + medaljone.. Medaljone nisu imali (javili su mi unapred, tako da je sve ok), a kijevski obrok doneli bez soka. Anyhow, bili su korektni i doneli sok u najkracem roku. :)	1
Za medalju odlican ukus	1
Narucena klopa za veci broj osoba je blaga katastrofa, cekas 2 sata, da donesu nekoliko velikih(mikro giros) i malih girosa(nano giros).	0
Najbolji odnos cene i kvaliteta! Svaka cast!	1
Kasnili pola sata od naznačenog vremena i stiglo je hladno pomfrit kao drvo i naravno hladan poručili dve gurmanske pljeskavice koje su bile zagorele!	0
pica super, spagete prekuvane i bezukusne	0
Odlicna hrana. Porcije su velike i brza je isporuka tako da su stigle vruce. Ponovo cemo naruciti iz Soja sosa.	1
Narucili smo dva XL burita, cimicanga i tihuana. Hrana je odlicna, dostava je stigla za oko 30-ak min, sve korektno i ukusno! Sigurno cemo narucivati opet!	1
Odlicne palacinke i brza dostava.Svaka cast!	1
Narucio sam Pršuto picu i bila je jedna od iskreno najlosijih pica koje sam narucio ikada. Suvo, neukusno i slano.	0
Ovo je jedna od najboljih pizzerija na Donesi.com. Pizze su odlične i ne štedi se na sastojcima. Veoma brza dostava (20-30min) i dostavljač je stvarno ljubazan. Sve pohvale, samo tako nastavite! :)	1
Odlicna hrana i brza usluga :)	1
Hrana je stigla nakon 90 minuta.	0
Hrana je trebala da bude dostavljena za 75 min, ipak je dostavljena sa vise od pola sata zakasnjenja! Pljeskavica ok, prosecna, pomfrit hladan. Sve u svemu prosek.	0
Vrh vrh vrh	1
Porudzbina je kasnila, hrana hladna i totalno bezukusna sa bajatom kiflom. Umesto dezerta, dobili smo DVD james bonda! hahahah	0
U zivotu nista losije nisam probao!!	0
najavljeno da ce stici za 30 min, stiglo posle sat, hladan i odvratan rostilj. nikada vise a savet vam je da ne probate ni prvi put	0
Pizza je stigla za rekordnih 15 min, svaka cast, mada smo blizu ali opet veoma brzo. Vec par godina narucujem u Feniksu, i odlicni su. I kvalitet i ukus PiZZa je vrhunski.	1
Odlicni, kao i uvek. Piletina u secuan sosu - vrhunska	1
Sve pohvale! Nećete se prevariti!	1
Narucili 2x svinjsko meso na usijanom tiganju i prvo sto je bilo 350 grama luka od 400g porcije, onda sos i na kraju mozda 40g mesa koje je upitnog kvaliteta. Ne narucujemo ponovo.	0
dobio sam zilavo i hladno meso u girosu. kao da je stajalo dugo pre nego što su mi ga poslali. nije bilo uopšte sveže	0
Samo toliko	1
Izuzetno ukusno, isporuka je bila brza, sve u svemu, jako zadovoljni!	1
Narucili smo sarme,sarme sa zeljem,gulaš i pastrmku. Sve je bilo super :)	1
Jos jedno mesto u NSu gde nemojte pokusavati da jedete burgere. Katastrofa.	0
Najbolji susi u gradu. Nije se desilo da porudzbina kasni.	1
manje porcije nego sto sam očekivao	0
dostav je kasnila 30 min	0
fantastich	1
Neukusno izgleda da su zaboravili zacine :( stiglo toplo i na vreme	0
Staviti zacinjeni kupus sa sircetom u prolecne rolnice je bezobrazluk.	0
Bogate i ukusne porcije. Odlicno.	1
Odlicno, ukusno, brzo   : )))	1
Svaka čast!	1
Odlicno mada za nas ukus beli sos je odlican, savrsen! Zato sl. put samo chiken ;-)	1
Ljudi su maksimalno korektni, hrana je odlicna, i veoma brz dostava.	1
Mesa jedva da je bilo. Teletine jos i nesto, piletine jedva.. oseti se dosta na zagoreli soja sos u voku.	0
Stavili 60 minta, nema ih ni posle 80, krajnje neprofesionalno	0
Naj bolja hrana u gradu	1
Hrana je odlicna, usluga na nivou, svaka cast radnici.	1
Nevidjena vruca domaca lepinja, odlicna pileca Becka snicla, salata, Koka Kola, palacinka, pomfrit, pa puta dva i jos za tu cenu = neprocenjivo.	1
ovaj restoran odrzava visoki kvalitet hrane i usluge	1
Odlicno, sve pohvale! Otvorite i u NS-u :D	1
Odlicna klopa, super usluga. Nema greske! :-)	1
Najbolja pica u gradu.	1
Ukupna cena koja je napisana je 345 din, a naplaćeno mi je 510 din, dečko je rekao da je dostava 150 din ali ako je tako onda bar napišite da se zna!	0
naplacuju dostavu za narudzbine preko 1000 RSD za razliku od drugih restorana... a ja narucio za preko 3000...Nisu nam dostavili lepinje uz svako jelo...uglavnom nista posebno.	0
Covek koji je vrsio dostavu me je zvao da izadjem 10 minuta pre nego sto je stigao, i kasnije mi je rekao kako je kasnio zbog semafora.	0
Odlično ljutkasto. Do sada nisu omanuli...	1
Narucio sam dve male pice (25cm) i palacinke i sve je stiglo u roku od 15 minuta. Prezadovoljan :)	1
Sat i po je stvrano previse!!!	0
Sve super, napomena ispostovana, isporuka na vreme,	1
Sta reci nego apsolutno savrsenstvo za kapricozu!!	1
Narucili rolovanu teletinu i rolovanu jagnjetinu, dobili hladno PECENJE, seckano na kockice kako bi se sto manje videlo sta je. Zavrsili smo sa ovim restoranom.	0
Burito uvek sjajan, umro bi gladan bez njega :)	1
Isporuka tacna, sve jos vruce. Pica je bila odlicna veoma bogata i dobro pecena. Palacinke su bile dobro pecene ali nazalost dzem i nije neki.	1
Sve pohvale :)	1
sve preporuke za ovaj gril,odlican kvalitet i brza dostava...opet cu da porucim kod vas...kad krecete sa dostavom na Slaviji....	1
Pizza i palacinke su isporučene 2 sata nakon predviđenog vremena. Zeleo sam da budem korektan, preuzeo sam i platio apsolutno hladnu i samim tim neukusnu hranu.	0
Sve je dobro,usluga,kvalitet i cena.	1
Ako imate hranu kakvu ima prosecna pekara onda nek i cene bude takve. Kasnjenje 20 minuta. Palacinka spakovana u kutiju u kojoj se skuplja vlaga, pobogu promenite makar to.	0
U petak posle ponoci, porudzbini je trebalo vise od sat vremena da stigne. Poluhladno,jedan somun bajat.	0
odavno mi nije klopa tako lepo legla, ko ovo sto smo porucili od Mangiare-a. :)	1
Brzo i ukusno!	1
Pica je bila prepecena i nisu nam dali pecurke koje smo narucili, ali su nam naravno naplatili.  Ovaj put usluga katastrofalna...	0
Zaboravili su da nam isporuče poručenu hranu.	0
Narucili smo Kapricozu,pica je topla i ukusna,stigla na vreme,dostavljac jako ljubazan,a za promenu pica je isecena  i masline ociscene,sve pohvale.Definitivno cemo opet narucivati iz ovog restorana.	1
Odličan utisak, količina je super, a ukus još bolji.	1
savrseno tople lazanje...	1
Cene su ogromne a hrana je losa. Pomfrit mizerno mali .	0
Odlična hrana, kvalitetna usluga. Drugi put naručujemo i prezadovoljni smo. Veoma ukusno i lepo spremljeno.	1
"previše luka, kupusa i sosa... bila je ""čorbasta salata"". Piletine i badema je bilo, ali ukus ta dva glavna sastojka nisam ni osetio."	0
odlicna vegetarijanska pica, a taljatele di kastelo - nezaborano. Topla preporuka!	1
Always tasty and never disappoints. I only wish there was a better way to deliver the tea without most of it spilling out of the paper cups and in the bag.	1
jeste da je porcija velika ali je meso bilo losheg kvaliteta i jako se neprijatan miris mesa osecao	0
Probao sam sve. Najbolji su raznici i kobaje.	1
Testo je malo zilavije za moj ukus, ali pizza nije losa. Prosek.	0
odlicna dostava. ukusna hrana, veliki izbor jela.	1
Ovo je Srbijana, kao umetničko delo izgleda a o ukusu se nema šta reći više, mislim da svi već shvatili da su ovo pice izvanrednog kvaliteta!	1
Nikad više.	0
Nedelja. Nigde guzve. Kazu da im je prosek dostave 45 min, prihvate da donesu 60, a na kraju donesu 90 min. Kazu imali su jos jednu narudzbinu pa odlucili da spoje?!	0
Ne znam zasto je toliko tesko da se stave prilozi i da se pripazi da li je lepinja ili tortilja. usluga je losa a kvalitet hrane nije dovoljno dobar da bi dozvolili sebi takav luksuz!	0
Pica nejestiva, sir kao da je vec prezvakan pa rasporedjen odozgo, testo kao za kifle. Palacinke koje sam porucio su zaboravili da isporuce (odbijeno od ukupne cene).	0
Fenomenalna!	1
Kao i uvek odlicno, retko mesto u gradu gde u ponudi ima tortilja, i to odlicna.	1
Sva isporucena klopa prvoklasna. Nikakve greske. Stiglo na vreme. Postajem redovna musterija.	1
Palacinke su skroz ok, sveze i ukusne. Dostavljac bio ljubazan	1
hrana stigla na vreme. dostavljač ljubazan. uštipci su fenomenalni! lepinje sveže i tople. urnebes (bar meni) fantastičan. održavaju kvalitet. thumbs up!	1
Prvi put sam poručio, odlična je.	1
U kamelotu uvek vrhunska klopa! Od srca preporucujem jela sa piletinom. Izvanredna!	1
Odlična hrana!	1
Sve je bilo super ukusno.	1
Posle 3 i po sata cekanja dobio sam hladnu i sprckanu hranu. Zaobilaziti u sirokom luku	0
Kasne u isporuci i to bezobrazno kasne. A nije problem do kurirske sluzbe vec do njih. Pica jeste dobra ali kad ti ovoliko kasne onda sve pada u vodu.	0
Na ručena karađorđeva i kobasica. Sdostava na vreme i sve je bilo ukusno	1
Ovog puta su omanuli: Dostava je kasnila, natrpali mnogo pirinca u jelo, trazio veoma ljuto, stiglo ni malo ljuto.	0
standardno dobri , sendvici prosto ogromni :D	1
Ovo nije prvi put da imamo problem sa ovom pizzerijom u kontekstu dostave, ali je poslednji put da cemo ikada od njih nesto naruciti. Pizza nikada nije ni stigla tj nije ni isporucena. Sramota!	0
Mljac maljc	1
super klopa	1
malo kasnila dostava, hrana onako...	0
Giros veliki -> 400 gr bas i nema 400 gr. Uz to je priloga je bilo u tragovima, meso je ok, samo sto ga je bilo malo. Jedino sto dostava nije kasnila	0
Gulas sa junetinom je zacinjen kao gotovo jelo iz supermarketa, nema priradan ukus. Dosta lose...	0
great service...  great food many thanks	1
Piletina sa kikirikijem sadrzala je oko 30% krupno secene sargarepe. Ne bas pohvalno	0
Naručeno: piletina s šampinjonima, kiselo-ljuta supa, kari pirinač,pohovana banana. Hrana je stigla u roku, topla, uredno spakovana i preukusna! Prezadovoljna sam uslugom!	1
Sjajna pica,vrhunski zacinjena sa jos boljim poklonom palacinkama sa kremom za 45min na drugom kraju grada u 4ujutro! Sve je bilo toplo i uredno,preporucujem!	1
Sve siglo na vreme, ali, hrana je bezukusna potpuno... integralno tesno ima neki cudan miris, poput zagorele sode bikarbone...	0
Proban i beef roll, fenomenalan.	1
Jela se margarita sa pršutom. Za svaku pohvalu :)	1
Nikad gore nisam pojeo. Punjenje užasno, pohovanje neuspelo i još imaju čudan miris.	0
Super je klopa	1
Potpuno prosecno. Da, vrlo brkaju priloge, prilicno aljkavo. Ukoliko umirete od gladi, onda je ok, za sve ostalo....morali bi jos vise da se potrude.	0
Sasvim prosecna hrana, prosecno vreme isporuke kao i cene...jedino sto je stvarno obilno	0
Debelo sjeceni, nedovoljno peceni sampinjoni...kora potparila(mokra) i mljecava	0
odlični!!!!!  Samo malo brza dostava	1
...kao i uvek	1
Ne isporuche sve shto naplate. Moram da nagrdim:(	0
Dostava tacna u minut,svaka cast na profesionalnosti. Pizza preukusna. Sve u svemu SIT STOMAK :)	1
Hrana kasnila pola sata. Kada je stigla, bila je hladna i gnjecava. Dostavljac naplatio više nego što je pisalo na sajtu.	0
"Kao i uvek, na vreme, cak i mnogo pre vremena ....toplo, sveze i ukusno. Ne menjam ""Napoli"" !"	1
Fırst thanks for fast delivery , but ıts not delicious...	0
i dalje najbolja kineska hrana!	1
I ja i cura smo zapanjeni. Zaista jedna od boljih narudzbina koji smo napravili u zadnje vreme.	1
I ordered putanesca pizza, and instead of the hot peppers it said it would have it had onions. It was not fully cooked. I don't think I will order again.	0
Rekli za 45 minuta iako im je naglašeno da dođu za pola sata i stavljeno da dođu što pre. Još i zvali preko telefona da kažu da će stići za trideset pet minuta. A stigli tek posle 44.	0
dostava kasni, hrana ne stize u predvidjenom roku.	0
Pasta Primavera i Play salata su odlicni, sve navedeno je bilo i dostavljeno. Sve pohvale restoranu.	1
Samo nastavite ovako!	1
prolecne rolade super, supa losa, piletina dobra a pirinac grozan	0
Delivery was late (it took over an hour when they said it would be 45 mins), so the food was cold when it arrived. We microwaved it and it turned out to be really nice giros.	0
Znaci Chiki je brze doneo kokakolu nego vi picu. Dzejmi Oliver je napravio sest obroka na 220 stepeni dok smo cekali da stigne pica. MI VISE KOD VAS NE NARUCUJEMO . ENDE.	0
Testenina sa piletinom je bila masna toliko da nije bila jestiva, a za novac koji smo dali za nju ne bi smelo da je tako. Bas lose.	0
Hrana je bila topla, sveža i vrlo ukusna. Više puta smo naručivali od njih i nikad nisu izneverili. Naručivaćemo opet. Moja preporuka za ovaj restoran.	1
Fenomenalna kombinacija, onion rings kao u najboljem burger baru. Sve pohvale	1
Kod čikinite sve kako valja!	1
Poprilicno sam zadovoljan i hranom i brzinom dostave. Sve pohvale.	1
Vrlo slabo nadevena pita koja nam skroz osusila grleta dok smo je prezivali.	0
sopska salata, cevapi i palacinke su extra	1
Hrana je ok, ali me je spora dostava uzasnula.	0
NIKADA GORU KINESKU HRANU NISMO JELI.	0
jos nijednom nisu razocarali! sjajna hrana, brza dostava i niske cene!	1
Spagete nikad gore, male porcije i izuzetno neukusne, veliko razocarenje!	0
Odlican ukus, ogromna pljeskavica punjena. Moje preporuke.	1
Hrana je stigla posle vise od sat i po vremena i bila je hladna i presoljena. Ovog puta nisam zadovoljna, ponajvise uslugom zbog prevelikog kasnjenja.	0
Danas sam ponovo naručila Vezuvio, pica je bila odlična, stigla je pre vremena i dečko koji raznosi je bio izuzetno ljubazan.	1
Odlicno, kao i uvek!	1
odlicna hrana	1
Kao i uvek!	1
Fina je, bogata sirom, povrcem i topla, taman kako je trebala biti. :)	1
Donose pogresnu narudzbinu, priloge totalno promasili i izmesali, a umesto u lepinju rostilj stavljali u bajat hleb.	0
Odlična klopa. Brzo stigla. Svaka pohvala!	1
Italijanski minjon je katastrofa! Bolje da se zove Italijanska lopta od tjesta!	0
Jedini i najbolji langoš, definitivno. Ovo je dugo nedostajalo u gradu.	1
Sad i nikad vise.	0
divne americke palacinke vazdusaste sa lepim filom,posebno  dobra opcija belog ili crnog krema	1
...ali sada ne znam da kad je dosta.	1
Usluga losa. Naplaceno sve ali ne i dostavljeno. Ovo je poslednji put da narucujem odavde. Ne savetujem nikome.	0
najbolji fast food u gradu	1
tuga u lepinji	0
Odlične palačinke.  Uvek istog kvaliteta,  vrhunskog.	1
ovo je bio odličan restoran kada se otvorio. kuvari više nisu kinezi i hrana je bljutava. pojedina jela upošte nemaju namirnice koje su po receptu. sve u svemu - ne prreporucujem. naprotiv!	0
Skupo i lose.Nikada vise.	0
Pizza je stigla hladna. Testo je ok, ali sastojci daleko od ocekivanog. Punjena korica bi trebalo da se zove suplja korica.	0
Pohovane palacinke su vam fantasticne i svima vas preporucujemo :D	1
Narucio sam ravena picu sa punjenim ivicama (Pelat, kačkavalj, kulen, dimljeni vrat, pančeta, kajmak, masline, origano, rukola). Dobio sam picu sa pecurkama. Ne planiram da narucujem opet odavde.	0
Na vreme i toplo, ukusno, sve po JUSu.	1
somun nije za ljudsku ishranu. prilozi losi kecap posebno. meso hladno. piletina nezacinjena	0
Dobar odnos cena kvalitet.	1
Polu ziva piletina i nedovljno ljuto, ipak je slatko kiselo ljuti sos....	0
Narucena mama mia pica i brooklyn sendvic. Predvidjeno vremen 50 min, stiglo za 30. Sendvic odlican, pica jos bolja. Defitivno cu cesce narucitvati ovde. Samo tako nastavite!	1
brzo,kvalitetno!!	1
Ispod ocekivanog.	0
Najbolji burgeri u bg koje sam jeo i odlicno osoblje	1
Dostava je kasnila 35 minuta. Dobili smo potpuno hladne pice sa jednim malim pakovanjem kecapa.	0
Mozda malo veca kolicina, nikad dosta!	1
Pizza Margaritha je fantasticno ukusna. Tetso fino i tanko, bas kako treba. Stigla je topla i u predvidjenom roku isoruke. Definitivno narucujem opet.	1
Super je, sve u redu i na vreme.	0
Mnogo dobar pomfrit. Ne treba mu nikakav dodatak.	1
kurir je kasnio sa dostavom pola h! je li moguce?!	0
Pile i Prase je jos jednom dokazalo dominaciju na nasem trzistu u pogledu kvaliteta hrane i brzine dostave. Samo reci hvale imamo za njih	1
Naručili smo porodičnu picu uz koju smo trebali da dobijemo porciju plačinki i pepsi od 1l. Palačinke su stigle, ali Pepsi nije bio dostavljen.	0
dostava za 1,5g	0
hrana je ukusna ali je polupecena i hladna	0
Pica dosla posle vise od sat vremena mlaka. Ekstra sir kod njih znaci ekstra pavlaka, pica sama po sebi takodje nista posebno..sigurno prvi i poslednji put porucujem.	0
HRANA UKUSNA,DOSTAVLJAC ODLICAN,DOSTAVA ZA SAT VREMENA,MOGLO BI SAMO MALO BRZE	1
Kasnili su 45min, da ih nisam zvala ne bi ni doneli...pritom se nisu ni iskupili barem sa palacinkom!!! Vrlo sam razocarana uslugom.	0
Hrana je odlična, u poslednje vreme često naručujemo. Dostava je uvek tačna. Prijatno su nas iznenadili kutijicom kolača koje smo dobili na poklon. Sve pohvale, samo tako nastavite :)	1
Fenomenalna pizza sveze toplo brzo	1
Odlično! Cezar salata je bez konkurencije.	1
Odlicna kapricoza stigla na vreme.Testo je bas lepo . Svidja nam se rub sa susamom.	1
roštilj samo što nije bio zaleđen, nabavite neke termo torbe za nošenje hrane umesto onih papornih kesa!	0
nismo dobili pirinac, dve porcije banana su ispale 3 mala parcica bananica. ukus hrane nije los ali sam jeo i mnogo bolje	0
Isporuka brza, kvalitet dostavljene hrane vrlo dobar, najtoplija preporuka!	1
Usual Serbian fare, with fake Indian spices. Not recommended.	0
Tortilja je odlicna, na vreme.	1
Najbolji , najukusniji i najbrži :)	1
Odlicno. Po meni bolje od krilaca.	1
Hrana je zaista vrhunska. Preporučujem!	1
Brz odgovor, brza dostava, hrana ukusna! Isprobali smo sve restorane sa spiska, Central House je NAJBOLJI :)	1
prsuto pizza je sa pecenicom a ne sa prsutom. Osim toga ostalo je ok	0
Odlicna hrana i brza dostava, jako ljubazan kurir.	1
najbolja pizza, najbrza usluga! Atos uvek!	1
Brza isporuka i pre vremena naznacenog prilikom narucivanja, ljubazan dostavljac, hrana ukusna i stigla topla, sve pohvale!	1
Stigla topla i odlicna hrana	1
Hrana je veoma ukusna i vruća stigla sto je zaista za pohvalu, buduci da narucena skoro u ponoć.	1
Ponovo kasnili, ovaj put 40 minuta. Koliko su im dobri raznjici, toliko mi se nije svidela Karadjordjeva... Suva i bezukusna.	0
Kao i uvek, sve kako treba.	1
nikakvih zamerki	1
Nedovoljno jakog ukusa i siromašno popunjeno	0
Pristupacne cene, i zasta odlican ukus. Palacinka je stvarno obimna, samim tim preporuka da postanem stalna musterija.	1
Ekstra pljeske i brza dostava.	1
Razocarenje. Piletina je ustvari kokoska I to matora koliko mize biti.  Pomfrit uzegao. I sve skoro hladno.	0
podlican restoran!  kreativan meni.... nije bash 100% madjarsko....zato je i originalno:)	0
Hrana je ok, no utisak kvari cinjenica da su kasnili 45min i da su doneli palacinku manje (koja je naplacena).	0
Sjajnost na delu!	1
Nije loše, ali ništa posebno. Može i bolje i brže. Sumnjam da kuvaju kinezi :)	0
Jednostavno najbolji i najsvežiji giros u gradu.	1
odlicni burgeri, brza dostava , najbolji burgeri na donesi.com sigirno :)	1
Cena od 699 din. sasvim korektna za porodicnu picu a uz to kecap i testo super.Sve pohvale!	1
Iako je ETA bila 60 min, hrana je stigla za nesto vise od pola sata.	1
Super klopa, brza isporuka.	1
Pica topla al ipak suva, sira nigde skoro, paradajz sosa takodje. ne preporucujem	0
Brza dostava i sjajno ispeceno meso. Veoma ukusna hrana! Dobili smo i racun.	1
Odlican kvalitet pizza samo tako nastavite...palacinke domace ukusne jednom reci IZVRSNO	1
Stigli na vreme, hrana odlična	1
Ubedljivo najbolji indeks sendvič koji sam jela kod vas do sada. Jos i brza dostava. 5*	1
... sa dodatkom dimnjenog kackavalja i rukole. Standardno jako socna i ukusna, vruca.	1
Stiglo sve pre vremena, klopa ukusna, sendvic od pola metra stvarno pola metra :) sve pohvale	1
Stiglo je tacno posle sat vremena, medjutim umesto 7 porcija pirinca stigla je samo jedna!?!?!	0
Pica kao da je sad stigla sa Sicilije,a masline kao da su iz Rumunije :) ta mala ispravka ce uciniti da budete nama,musterijama,uvek na prvom mestu.Dostava za 6icu	1
Fantasticno! Cizburger, MamAna index i pomfrit su savrsena kombinacija! ne stede na prilozima, oseti se dobar kvalitet mesa, sve u svemu sve pohvale!	1
zato nema vise sausage burger? taj burger je bio the realest shit...belive me...	1
"Pica od ""32cm"" je daleko manja od toga."	0
Ukus sira je previše razblažen...	0
Pica kul, ali kecap KATASTROFA!	0
Spora dostava	0
Hrana je stigla na vreme i bila je topla. Porcije su minimalne, kostaju papreno, a hrana je skroz bezukusna. Totalno bacene pare. Thanks, but no thanks.	0
Ordered the Chicken Pad Thai and the Chicken Khao Pad. Didn't like either of them. I had a little but my girlfriend couldn't even have a bite so we had to throw this out. Disappointing.	0
Njoke su odlicne, kao i zelena salata (jedna od najboljih koje sam jela, jer ide jos puno sastojaka, a cini mi se i balzamiko sirce..:-).). Sve pohvale! Narucicu opet svakako...	1
Veoma los izbor, palacinke kao da su bile uvenule	0
2 sendvica 900 dinaraaa...	0
Valjalo bi da su 20% veće, a ukus je odličan!!	1
Cizburger je bio odlican! Dostava na vrijeme. Toplo preporucujem.	1
NAJBOLJI ROSTILJ!!	1
Uzimam cesto, barem jednom nedeljno. Hrana je ok, cena je povoljna, dostavljaci ljubazni, samo sto pomfrit nebude slan.	1
naručena pica sa pršutom stigla sa pečenicom, što, hajde, i nije neka razlika, ali zagorelo testo da se većina pice mogla baciti...na sve to neljubazan dostavljač. šteta	0
Isporuka brza i na vreme. Pica je prosek proseka. Ne isplati se uzeti punjenu koricu, to podrazumeva nešto sira ispod iste. Ne opravdava cenu.	0
Bez greske.	1
Puno vam hvala na rodjendanskom poklonu i masnici, jako lep znak paznje!	1
Jednostavno najbolja kineska dostava u gradu. Ukusno, brzo i jeftino!	1
narucih palacinke. super su im! dostava na vrijeme. sve super.	1
Odvratno!!!! Paradajz sos presladak, imao je ukus obicnog kecapa sa malo mesa/morskih plodova. Nikad vise ne narucujem.	0
vrlo kvalitetno. naručio magnum burger. ogroman dovoljan za dvoje. malo je meso slanije ali može proći. onion rings su jako dobri a šejk je vrh. možda su cene malo jače ali sve u svemu jako dobro.	1
Japanski gulas je ukusan, piletina sa gorgonzolom je veoma ukusna	1
Sve pohvale jos jednom :) hrana, kolicina i brzina dostave, SUPER STE!	1
Zaista pristojna kolicina i fina piletina za dve osobe... Baklavice koje smo dobili umesto profiterola sunbile zaista cool!	1
Profesionalno, izuzetno ukusno, za svaku preporuku	1
Prosečna hrana, jedva da ima piletine. Čekao sam dostavu daleko više od vremena koje je navedeno na stranici.	0
Ziv krompir, suva rebra, uzasan pirinac, zilava krilca, karadjordjeva sa proslogodisnjim sirom. Na sve to kurir zakinuo na kusuru.	0
Preporuka!	1
Razocarao sam se malo sa ovom porcijom girosa. Prvi put kada sam narucio meso je bilo savrseno. Drugi put imao sam osecaj kao da jedem gumu totalna suprotnost od prvog puta. :(	0
sve pohvale	1
Mesu ukusno, ne prepeceno. povrce lepo spremljeno. Samo bi dostava mogla malo brza da bude.	0
Zamenili porudzbinu, zaljutili pogresno jelo.	0
Probao sam hrskavu piletinu, prvi put mi se desilo da ne mogu da pojedem celu porciju jer je bila preslana. Ukus bi ako se to izuzme bio ok, a dostava je vrlo brza.	0
odlicni su i cene su povoljne	1
Cesto narucujem iz ovog restorana, ali ovog puta evo odlicne ocene zbog neverovatnih 15min koliko im je trebalo da dostave klopu. Ne znam stvarno kako, ali svaka cast.	1
Odlicni raznjici	1
Bilo bi lepo da stavite bar mrvicu pelat-a ili ketchup-a na pizzu, ipak je to osnovni sastojak na pizzi! Pizza potpuno suva	0
