masa,jastuk,pojas,ceoni,pol,starost,godina,tip,ishod
30.0599999998,da,da,1,z,28,1994,putnik,2
103.193,da,da,1,z,75,2000,,2
144.7489999998,da,da,1,m,41,2000,vozac,2
489.1319999993,da,da,0,m,64,1998,vozac,0
100.1429999992,ne,ne,1,z,21,1988,vozac,1
11.72,da,da,0,m,57,1997,vozac,3
23.5789999999,da,da,1,z,34,1999,vozac,2
72.176,ne,da,0,m,53,1991,vozac,2
70.7349999994,da,da,0,m,49,1995,vozac,2
32.4669999997,da,ne,0,z,25,1998,vozac,3
288.5759999976,da,da,0,m,18,1997,vozac,0
271.055999998,da,ne,1,m,45,1992,vozac,2
84.0699999994,da,da,1,z,61,1994,vozac,2
79.4329999993,ne,da,1,m,22,1984,putnik,1
38.9939999999,ne,da,1,z,28,1995,vozac,0
4131.6469999552,ne,ne,0,z,37,1976,vozac,2
480.5369999968,da,da,0,m,52,2001,vozac,1
737.7219999954,ne,da,1,z,37,1979,vozac,0
688.6159999967,ne,ne,1,z,34,1993,vozac,0
669.799999997,ne,da,1,z,67,1993,putnik,2
1174.1569999903,ne,ne,1,m,85,1980,vozac,2
20.8699999999,da,da,1,m,54,1995,vozac,1
109.9949999992,da,ne,1,m,64,1999,putnik,2
103.6539999992,ne,ne,1,z,25,1997,putnik,2
717.2669999972,ne,da,1,m,19,1993,vozac,0
29.6549999998,ne,ne,1,z,76,1993,vozac,3
194.3969999999,da,da,0,z,17,1994,putnik,2
5.194,ne,da,1,z,33,1991,vozac,0
589.4309999943,ne,da,1,z,51,1992,vozac,
124.1219999995,da,da,1,m,56,2001,vozac,3
47.2159999995,ne,da,0,m,52,1989,vozac,2
47.5029999996,ne,da,0,z,51,1989,vozac,2
49.0959999999,da,ne,0,m,20,1996,vozac,2
86.2209999999,da,da,1,z,39,1993,vozac,1
888.2389999926,ne,ne,1,z,28,1993,vozac,1
81.3549999995,ne,da,0,z,17,1991,vozac,2
31.6809999999,da,da,1,z,24,2000,putnik,2
48.0739999996,da,da,0,z,30,1998,vozac,2
64.6909999996,da,da,1,z,17,1997,vozac,2
49.7679999997,ne,da,1,m,46,1985,vozac,1
46.2519999999,ne,ne,1,z,28,1996,putnik,1
1217.9149999917,ne,da,0,m,69,1984,vozac,0
38.0689999997,ne,ne,1,z,33,1990,vozac,0
18.8089999999,da,da,1,m,37,1998,vozac,2
263.7739999965,da,da,1,m,84,1999,vozac,1
139.3309999984,da,da,1,z,41,1997,vozac,1
1443.0829999894,ne,ne,1,m,19,1991,vozac,0
12.899,da,ne,0,m,18,1996,vozac,2
74.9739999995,da,da,1,z,55,2000,putnik,2
248.0459999982,da,da,0,z,21,1997,vozac,1
10.4889999999,ne,da,0,m,30,1992,vozac,1
39.6429999997,ne,da,1,z,58,1987,vozac,2
4.825,ne,da,1,m,21,1969,putnik,0
40.8629999999,ne,da,0,z,54,1986,vozac,3
90.4399999995,da,ne,1,m,28,1996,vozac,2
774.6449999958,da,da,1,z,25,1998,vozac,0
1550.2599999905,da,da,1,m,42,1997,vozac,0
337.555999998,da,da,1,m,22,1995,vozac,1
200.8409999982,da,da,1,m,35,1996,vozac,0
309.3509999998,ne,da,0,z,28,1994,vozac,1
119.2989999997,da,da,0,z,47,1994,vozac,2
2062.1439999938,ne,ne,0,m,41,1987,putnik,2
28.1719999998,da,da,1,m,47,1995,vozac,1
30.7279999999,ne,ne,1,z,37,1982,vozac,3
14.347,da,da,0,m,24,1994,vozac,2
1034.6149999946,da,da,0,m,86,1999,vozac,1
82.3539999994,da,ne,1,m,19,2002,vozac,1
62.284,da,da,1,z,31,2000,vozac,2
90.8169999998,ne,ne,0,m,16,1994,putnik,2
486.3389999978,da,da,0,z,83,1996,vozac,2
1122.9089999944,ne,da,0,z,22,1991,putnik,0
51.1369999996,ne,da,0,z,81,1993,putnik,3
531.2539999932,ne,da,0,z,79,1990,vozac,1
73.3949999996,da,ne,1,z,87,1999,vozac,2
18.1709999999,da,ne,1,m,61,1994,vozac,3
298.4029999971,da,da,1,m,67,1997,putnik,1
31.6479999998,da,da,1,m,27,1996,vozac,0
33.5329999998,da,da,1,m,20,1998,putnik,0
17.5179999999,da,da,1,z,22,1994,putnik,2
435.3439999968,ne,ne,0,m,19,1978,putnik,2
16.8369999998,ne,da,1,z,19,1989,vozac,1
2265.0319999754,ne,ne,0,m,16,1993,putnik,0
10.2159999999,da,ne,1,m,37,1995,vozac,1
10.3659999999,ne,ne,0,m,31,1987,vozac,2
61.0389999999,da,da,1,z,54,1996,vozac,2
706.4959999993,ne,da,1,z,47,1981,vozac,1
12.558,ne,ne,1,m,19,1988,putnik,2
340.0209999979,ne,ne,0,m,21,1985,vozac,2
0,da,da,1,z,41,1998,vozac,2
27.1459999999,ne,da,1,m,69,1986,vozac,3
159.5609999988,ne,da,0,z,21,1989,vozac,0
25.6509999998,da,da,1,z,45,1995,putnik,0
415.3309999965,da,da,0,z,17,1995,putnik,1
2440.3429999948,ne,da,0,m,25,1983,vozac,2
43.0569999996,da,ne,1,m,22,2003,vozac,3
765.0339999944,da,da,1,z,57,2000,vozac,0
95.2879999997,da,ne,1,z,30,1999,vozac,2
562.611999996,da,ne,0,z,17,1997,vozac,0
3676.2559999824,da,da,0,z,29,1993,vozac,1
,da,da,1,m,79,2000,vozac,0
264.5149999969,ne,da,1,m,30,1992,putnik,0
49.0959999999,da,da,1,m,20,1999,vozac,2
105.6469999999,da,da,1,z,21,2001,vozac,2
27.4759999998,da,da,1,z,35,1994,vozac,2
0,da,da,1,m,32,1999,vozac,1
27.5619999999,ne,da,1,m,18,1988,vozac,0
299.0269999988,ne,ne,0,z,22,1987,putnik,1
5059.91899997,da,da,0,z,22,1990,vozac,1
90.8169999998,ne,da,0,m,22,1994,vozac,2
172.345999999,ne,da,0,z,58,1991,putnik,1
323.7079999968,da,da,1,z,30,1994,vozac,1
22.625,ne,da,1,m,49,1988,vozac,1
146.1109999996,ne,da,1,m,54,1990,vozac,2
246.9479999989,da,da,0,z,50,2001,vozac,2
16.3199999998,ne,ne,0,m,22,1988,putnik,2
332.0379999988,ne,da,1,z,33,1990,vozac,1
4.974,ne,da,0,z,46,1988,vozac,0
896.8309999928,da,da,0,z,26,1993,vozac,0
86.3869999992,ne,ne,1,m,55,1985,vozac,2
427.6209999993,da,da,0,z,35,2001,vozac,1
9.269,ne,ne,0,z,18,1986,putnik,3
655.9339999929,da,da,1,z,65,1994,vozac,0
24.7379999999,da,da,1,m,17,2001,putnik,0
99.2639999995,da,da,1,m,73,1995,vozac,0
37.4109999998,ne,da,1,m,79,1993,putnik,3
41.8479999998,da,da,1,z,18,1996,vozac,2
62.6109999996,da,da,0,m,31,1994,vozac,1
148.0029999986,da,da,1,z,36,1995,vozac,2
505.1319999993,da,da,1,m,26,2000,vozac,0
31.7379999999,da,da,1,z,50,1999,vozac,2
54.3029999998,ne,da,1,m,32,1991,vozac,2
1419.7349999994,ne,ne,1,m,18,1986,vozac,2
45.5199999996,da,da,1,m,44,1998,vozac,0
17.1299999999,da,da,1,m,26,1996,vozac,2
9.259,da,ne,1,m,82,2000,vozac,2
34.7989999996,da,da,0,m,40,2000,vozac,2
56.892,da,da,0,m,65,1998,vozac,2
80.8769999994,ne,da,1,m,44,1983,vozac,2
47.8539999998,da,da,0,m,35,2002,vozac,0
1314.0959999859,ne,ne,1,m,51,1992,vozac,2
320.2639999986,da,ne,1,z,32,1999,vozac,1
1173.5429999977,da,da,1,z,21,1994,vozac,2
1734.2279999852,ne,da,1,z,26,1986,vozac,0
830.3839999959,ne,da,1,z,41,1988,vozac,0
57.5689999997,da,ne,1,z,38,1997,vozac,1
85.7849999992,da,da,0,m,30,1994,vozac,2
2173.7119999826,da,da,1,m,25,1996,vozac,2
795.4759999961,ne,da,1,m,30,1988,vozac,0
62.0859999997,ne,ne,1,m,21,1986,vozac,2
227.6349999998,ne,da,1,z,16,1989,vozac,2
134.1469999999,da,da,0,z,16,1995,vozac,0
100.3189999992,ne,ne,1,m,28,1988,vozac,2
81.8999999994,da,da,1,z,71,2000,vozac,1
239.584999999,ne,ne,1,m,72,1987,putnik,2
704.8779999986,ne,da,0,m,64,1988,vozac,0
191.7939999998,da,da,0,z,27,1996,putnik,1
52.4139999999,da,da,1,m,32,1991,vozac,2
0,da,da,1,m,28,1998,vozac,1
180.4229999986,da,da,0,z,51,1997,vozac,2
15.5349999999,da,da,1,z,19,1995,vozac,2
12.308,da,ne,0,m,21,1997,putnik,3
429.1419999972,ne,da,1,z,27,1990,vozac,2
50.3939999999,da,da,0,m,60,1997,vozac,0
44.6169999996,ne,da,0,m,80,1993,vozac,3
29.375,da,da,1,z,16,2000,putnik,2
21.997,da,ne,1,m,32,2001,vozac,1
24.8119999999,da,da,1,m,53,1998,vozac,2
305.1109999977,da,da,0,m,62,1998,vozac,1
40.6609999998,da,da,0,z,,1995,putnik,2
4224.6409999728,ne,da,1,m,21,1987,vozac,2
10.8309999999,da,ne,1,m,29,1999,putnik,2
101.3209999995,ne,da,1,m,24,1988,putnik,2
122.8939999994,ne,ne,1,m,22,1993,vozac,2
36.9169999999,da,ne,1,z,28,1996,vozac,2
84.1569999997,da,ne,1,m,39,1993,vozac,0
16.7379999999,ne,da,1,z,49,1994,putnik,2
755.625,da,da,1,m,25,1996,vozac,1
9.8219999999,da,ne,1,m,20,1993,vozac,2
52.0579999997,da,ne,1,z,25,2000,putnik,1
53.0319999997,da,da,1,m,62,1998,vozac,2
81.6459999997,da,da,1,m,29,1998,vozac,2
25.183,ne,ne,1,m,38,1983,vozac,3
855.474999994,da,da,1,z,25,1999,putnik,0
3.028,da,da,0,m,21,1995,vozac,1
8.578,ne,ne,1,z,58,1981,vozac,3
22.7449999999,da,ne,1,m,50,1999,vozac,1
20.2089999998,da,da,0,z,56,1996,putnik,3
19.3709999998,ne,ne,0,m,20,1992,vozac,0
0,da,da,1,m,43,1998,vozac,1
209.8059999999,da,da,0,z,29,1995,vozac,0
7.752,da,da,1,m,24,1995,vozac,2
4030.2999999821,ne,da,1,m,18,1984,vozac,2
92.4649999999,da,ne,1,m,29,2000,putnik,0
9.514,da,da,1,m,36,1997,putnik,2
1117.3409999907,da,da,1,z,28,2000,putnik,0
48.7939999998,da,ne,1,m,21,1995,vozac,2
1329.0169999898,ne,da,0,z,41,1993,vozac,0
30.3929999999,ne,da,0,m,65,1984,vozac,2
282.0039999969,ne,da,1,m,27,1989,vozac,2
105.6489999993,da,da,0,z,63,1996,vozac,2
152.5419999994,da,da,1,z,42,1999,vozac,1
39.5819999999,da,da,1,z,67,1995,vozac,1
384.7719999999,ne,da,1,z,20,1990,vozac,0
64.8979999991,da,da,1,m,35,2001,vozac,2
9.026,da,da,1,z,21,1996,vozac,0
60.9719999996,ne,ne,1,m,39,1977,vozac,2
38.5949999997,da,da,0,m,24,1995,putnik,0
48.6639999999,ne,da,1,m,22,1984,vozac,0
40.1649999996,da,ne,1,z,45,1996,vozac,2
52.227,ne,ne,1,z,35,1985,vozac,2
91.8289999999,ne,ne,0,z,41,1991,vozac,1
1886.299999997,ne,da,1,m,21,1986,vozac,0
939.110999994,da,da,1,z,53,1997,putnik,0
692.9069999978,ne,ne,1,z,20,1983,vozac,2
21.1279999998,da,ne,1,m,22,1999,putnik,3
10.943,ne,da,1,m,36,1990,vozac,2
252.9549999982,da,da,1,z,44,1994,vozac,2
22.2619999999,da,da,1,m,31,1998,vozac,2
289.2789999992,da,da,0,z,32,1994,vozac,2
1037.9909999967,da,da,1,m,38,1999,putnik,0
8.294,da,da,1,m,50,1998,vozac,2
9.8219999999,da,da,1,m,19,2002,vozac,1
39.3729999997,da,da,1,z,17,1996,putnik,1
921.6329999939,da,da,1,z,63,1995,vozac,0
384.7719999999,da,da,1,m,74,1997,vozac,1
1771.8189999908,da,da,0,m,25,2000,vozac,1
144.4589999989,da,ne,0,m,73,2000,vozac,1
1715.0319999903,ne,da,1,m,78,1982,vozac,2
67.7539999997,da,da,1,z,30,1993,vozac,2
5.0319999999,da,da,1,m,30,1997,vozac,2
195.9299999997,da,ne,1,m,23,1999,vozac,2
763.5399999991,ne,ne,1,m,37,1989,vozac,0
76.8429999994,da,ne,1,z,36,1997,putnik,1
10.5789999999,da,da,0,m,30,1997,vozac,2
10.7609999999,da,da,0,m,23,1999,vozac,2
1776.5189999938,da,da,1,m,76,1991,vozac,2
7.528,da,da,1,m,22,2001,putnik,2
3.905,ne,da,0,m,27,1991,putnik,1
270.7969999984,da,ne,0,m,25,1990,,1
15.84,ne,da,0,m,43,1988,putnik,2
130.1569999997,ne,ne,1,m,25,1989,vozac,2
24.375,ne,da,1,z,39,1992,vozac,0
75.801,da,da,1,z,25,1995,vozac,1
1062.7639999986,ne,da,0,m,47,1994,vozac,0
480.8189999983,da,da,1,z,30,1996,vozac,2
12.9019999999,da,da,1,m,60,1997,vozac,2
1316.123999998,da,da,1,z,37,1993,putnik,2
30.298,da,da,0,m,24,1996,vozac,2
215.5859999992,da,da,1,z,65,1999,putnik,1
22.1129999999,da,da,0,z,24,1997,putnik,0
1495.673999995,da,da,1,m,19,1997,vozac,0
24.0359999998,ne,da,1,m,71,1988,vozac,2
546.9889999926,ne,da,0,z,19,1985,vozac,1
84.1569999997,da,da,0,m,19,1997,putnik,1
12.8359999999,da,ne,0,m,49,1994,vozac,2
10.2159999999,da,ne,0,m,65,1992,vozac,2
323.6449999996,ne,da,1,m,80,1990,vozac,1
46.3769999999,ne,ne,1,m,16,1987,putnik,2
886.111999996,ne,ne,1,m,40,1972,vozac,2
74.2429999998,ne,da,1,m,23,1972,vozac,0
264.8599999994,ne,da,0,z,59,1991,vozac,0
343.055999998,da,da,0,m,51,1997,vozac,1
41.1189999999,ne,ne,1,m,27,1979,putnik,2
12.872,ne,ne,1,m,19,1988,vozac,2
17.4919999999,da,da,1,m,58,1994,vozac,1
19.6409999998,ne,ne,1,m,21,1991,vozac,2
31.1549999998,ne,da,1,z,72,1983,vozac,2
70.7349999994,ne,da,1,m,27,1990,vozac,2
444.0939999968,da,da,1,m,86,1999,vozac,2
26.828,da,da,1,m,71,1993,vozac,2
62.2769999998,da,da,1,m,50,1995,vozac,2
125.0429999996,da,da,0,z,19,1995,vozac,0
45.5419999999,da,ne,1,m,41,2002,vozac,2
99.9199999999,da,da,1,m,18,1994,putnik,2
1955.2709999979,da,da,0,m,46,1995,vozac,1
2820.9709999859,ne,da,1,m,17,1992,putnik,0
69.7209999999,ne,da,1,m,27,1991,vozac,0
44.6089999997,ne,ne,1,z,74,1991,vozac,3
54.031,ne,ne,1,m,39,1978,vozac,2
22.1649999998,ne,da,1,z,19,1993,putnik,1
215.8889999986,da,ne,0,m,18,1994,vozac,0
51.5889999997,da,ne,0,m,45,1996,vozac,2
81.517,ne,da,1,m,73,1994,vozac,2
532.9739999995,da,ne,1,z,43,1997,putnik,1
354.1939999983,ne,da,0,m,19,1985,vozac,2
53.4209999996,da,ne,1,m,57,1996,vozac,2
225.2849999983,da,da,1,z,49,2000,vozac,2
19.409,da,da,1,m,52,1999,vozac,
523.8559999987,ne,da,1,z,20,1993,vozac,2
12.2659999999,ne,ne,1,m,36,1990,vozac,2
13694.4499999285,da,da,0,m,54,1996,vozac,1
534.75,da,da,1,z,17,1997,vozac,0
985.6989999935,ne,da,0,m,17,1992,vozac,0
424.4349999987,da,ne,1,z,48,1997,vozac,0
246.9519999996,da,da,1,m,34,2000,vozac,1
445.8159999996,da,da,1,z,18,1991,vozac,0
132.3859999999,ne,ne,0,z,27,1995,putnik,2
221.6669999994,ne,da,0,m,52,1986,vozac,0
76.5539999995,da,da,1,m,17,1993,putnik,0
23.835,ne,da,0,m,31,1997,vozac,0
1510.2059999853,ne,da,1,m,41,1987,vozac,0
1083.1319999993,ne,da,0,z,33,1992,vozac,2
158.9039999992,ne,ne,1,z,37,1983,vozac,2
361.2299999967,da,ne,0,m,21,2000,putnik,0
140.9829999991,da,da,0,m,24,1997,vozac,2
33.389,ne,da,0,m,64,1991,vozac,0
124.6909999996,da,ne,0,z,34,1995,vozac,1
39.6529999999,ne,da,1,z,17,1996,vozac,3
10.7999999999,ne,da,1,m,63,1988,vozac,2
164.6509999987,da,da,0,z,39,2000,vozac,2
49.7749999999,da,da,1,z,91,1996,putnik,2
44.7379999999,ne,ne,1,z,18,1987,putnik,2
376.068,ne,da,1,m,32,1986,vozac,1
42.4079999998,da,da,0,z,47,1995,vozac,2
9.8219999999,da,da,0,z,43,1993,vozac,2
77.9879999999,ne,da,1,m,21,1988,putnik,2
153.5769999996,da,da,0,m,23,2000,vozac,1
104.0539999995,ne,da,1,z,59,1988,vozac,2
356.1309999973,ne,ne,1,z,18,1994,vozac,2
544.548999995,ne,da,1,z,18,1991,vozac,1
82.4559999993,ne,da,1,z,44,1992,vozac,2
37.1679999996,da,da,0,z,21,1999,vozac,2
246.9879999999,da,da,0,m,37,2001,vozac,0
9.7849999999,da,da,1,z,27,2000,vozac,2
643.5659999996,ne,ne,1,z,42,1990,vozac,2
45.5749999997,da,da,0,z,57,1995,vozac,2
246.9729999993,da,da,0,m,29,2000,vozac,1
64.8979999991,da,da,0,z,57,1999,vozac,2
37.7649999997,da,da,0,m,21,1998,putnik,1
27.0029999998,ne,da,1,z,82,1991,vozac,2
24.0589999999,ne,ne,1,z,20,1992,vozac,1
,ne,ne,1,z,18,1984,putnik,2
122.2989999997,ne,da,1,z,18,1990,vozac,2
7.752,da,da,1,z,67,1999,vozac,2
11.0699999999,ne,da,1,z,49,1993,vozac,3
12.0719999999,da,da,1,m,20,2002,putnik,2
2059.7609999776,ne,da,1,z,58,1992,vozac,0
260.5909999982,da,da,1,z,35,1990,vozac,1
584.2889999971,da,da,1,m,21,1993,vozac,0
84.2509999992,ne,da,0,m,22,1989,vozac,0
256.1689999998,ne,da,0,z,85,1986,vozac,2
310.8529999964,ne,da,0,m,89,1992,putnik,3
203.2409999985,da,da,1,m,46,2001,vozac,2
17.7599999998,da,da,0,m,72,2002,vozac,0
166.0969999991,da,da,1,m,20,2001,vozac,2
59.6539999996,ne,ne,1,m,55,1995,vozac,3
80.8769999994,da,ne,1,z,17,1997,vozac,2
132.9299999997,ne,ne,1,m,24,1988,putnik,2
946.6819999963,ne,ne,1,m,50,1991,vozac,0
567.4579999968,da,da,1,z,41,1999,vozac,1
35.4659999995,da,ne,1,m,55,1999,vozac,2
16.7379999999,da,da,1,m,49,1994,vozac,2
112.6229999997,da,da,0,z,17,1993,putnik,2
310.7459999993,ne,da,1,m,27,1991,vozac,0
1019.5809999928,da,da,0,z,40,1998,vozac,2
68.0829999996,da,ne,0,m,18,1994,vozac,2
739.1839999929,da,da,1,z,37,2000,vozac,0
2445.1949999929,da,da,0,z,40,1996,vozac,0
27.0029999998,da,ne,1,z,21,1995,vozac,2
1204.9819999933,da,da,1,z,70,1996,vozac,1
277.7089999989,da,ne,1,m,45,1991,vozac,2
267.0659999996,da,da,0,m,24,1994,putnik,0
663.1359999999,ne,da,1,z,49,1990,vozac,0
31.1839999999,ne,da,0,m,19,1988,putnik,2
27.409,ne,da,1,m,58,1992,vozac,2
41.855,da,da,1,m,42,1993,vozac,2
45.2309999997,ne,ne,1,m,22,1989,putnik,2
47.0789999999,da,da,0,m,33,1993,vozac,0
6649.3899999857,da,da,1,m,38,2000,vozac,0
1167.6689999998,da,da,1,m,31,1995,vozac,0
56.0399999996,ne,da,0,m,68,1990,vozac,2
264.5869999975,da,da,0,z,51,1992,vozac,0
1756.2869999856,da,da,1,m,19,1992,vozac,0
3.856,da,da,0,m,19,1993,putnik,0
3.856,ne,da,1,m,19,1988,vozac,2
56.0109999999,da,ne,0,m,22,1998,vozac,2
282.993999999,ne,da,0,z,31,1993,putnik,2
76.6779999994,ne,da,1,m,38,1994,vozac,0
2400.8339999914,ne,da,1,m,16,1983,vozac,0
9.789,da,da,1,z,49,1997,vozac,1
19.2959999999,da,ne,1,m,28,1994,vozac,2
89.2479999997,da,da,0,z,66,1995,vozac,1
59.872,da,da,0,z,24,2000,vozac,1
54.3389999997,da,ne,0,z,67,1997,vozac,2
50.9489999996,da,da,1,z,28,1998,vozac,2
1100.2539999932,da,da,0,z,19,1993,vozac,0
78.7679999992,ne,da,1,z,74,1986,vozac,2
43.3489999999,ne,da,1,z,17,1989,vozac,2
595.0269999951,ne,ne,1,,40,1998,vozac,0
49.5019999999,da,ne,0,z,64,1993,vozac,3
46.6409999998,ne,da,1,m,19,1987,vozac,1
50.3119999999,ne,da,1,m,22,1989,vozac,2
3864.8189999759,da,da,0,z,44,1997,putnik,0
67.8719999995,ne,da,1,z,37,1992,vozac,1
502.9729999974,ne,da,1,m,28,1992,vozac,0
12.8359999999,ne,da,0,z,65,1985,vozac,1
5.531,ne,da,1,m,38,1991,putnik,1
635.5879999995,da,ne,1,m,39,2000,putnik,2
45.6529999999,da,da,0,z,47,1998,vozac,2
274.9729999974,ne,da,0,m,20,1994,vozac,0
507.4709999971,da,da,1,m,60,2000,vozac,0
46.5659999996,ne,ne,1,z,22,1993,vozac,2
299.9119999968,da,da,1,z,72,1998,vozac,2
375.0259999968,da,da,1,z,18,1992,putnik,1
70.3079999993,ne,da,1,z,80,1990,putnik,2
130.9799999986,ne,da,1,m,17,1996,vozac,2
220.034,da,da,0,z,49,1996,vozac,2
128.0419999994,da,ne,1,m,39,1998,vozac,2
72.176,da,da,1,z,21,1993,vozac,2
875.9639999941,da,da,1,z,17,1994,putnik,2
61.3249999997,ne,ne,1,m,24,1985,vozac,2
861.5239999965,da,da,1,m,55,1999,vozac,0
4.2879999999,ne,ne,1,m,42,1984,vozac,3
815.2219999954,da,da,0,z,58,2000,putnik,2
54.9539999999,da,da,1,m,29,1998,vozac,1
844.798999995,ne,da,1,z,72,1991,vozac,2
57.7419999996,ne,da,1,z,57,1987,vozac,1
246.209999999,ne,da,1,z,24,1991,putnik,1
188.8059999999,ne,da,1,z,34,1993,vozac,2
7.752,da,da,1,m,49,2002,vozac,2
58.1899999999,ne,da,1,m,23,1988,putnik,1
259.998999998,ne,da,1,z,49,1989,vozac,0
132.9299999997,ne,ne,1,m,20,1988,vozac,2
18.345,ne,da,1,m,27,1987,vozac,0
38.5949999997,da,da,0,m,24,1997,vozac,2
152.9499999993,ne,da,1,m,78,1985,vozac,0
356.5299999975,da,ne,1,m,29,2001,vozac,2
49.7749999999,da,da,1,m,63,1995,putnik,2
48.0739999996,da,da,1,z,31,1998,putnik,2
19.7679999999,ne,da,1,m,38,1988,vozac,1
361.6409999989,ne,ne,0,z,23,1993,putnik,2
24.7689999999,ne,ne,1,z,36,1987,vozac,2
67.1359999999,ne,da,1,m,65,1994,vozac,2
273.7799999975,da,da,1,z,28,1999,vozac,1
143.9539999999,ne,da,1,m,58,1982,vozac,0
2000.9199999869,da,da,0,z,53,1995,putnik,2
623.286999993,ne,da,0,m,57,1989,vozac,0
18.8089999999,ne,da,1,z,24,1983,vozac,2
11.72,da,ne,1,m,28,1999,vozac,0
2507.8019999862,ne,da,1,m,25,1989,vozac,0
123.3949999996,da,ne,1,z,75,1999,vozac,2
44.4289999995,da,ne,1,z,25,1992,vozac,2
207.8329999987,ne,ne,1,m,22,1988,putnik,2
117.2109999992,ne,da,0,m,20,1984,vozac,1
180.1679999996,ne,da,1,z,49,1987,putnik,1
29.757,ne,ne,1,z,20,1992,vozac,2
378.0949999988,da,da,1,m,67,1996,vozac,0
161.0669999998,da,da,0,z,40,1994,putnik,2
450.2069999985,ne,ne,1,z,61,1991,putnik,2
15.632,da,ne,1,m,32,,putnik,2
15.115,da,da,1,z,24,1994,vozac,2
764.5179999992,da,da,1,z,74,1990,vozac,1
36.6549999998,da,da,0,m,21,2000,vozac,2
389.5649999976,da,da,1,z,45,1997,vozac,2
30.3929999999,da,da,1,z,18,1994,vozac,2
3840.1519999802,ne,da,1,m,24,1989,vozac,0
57.2459999998,ne,da,0,m,39,1982,vozac,1
1471.7659999877,da,da,1,z,34,1998,vozac,0
275.186999999,da,da,0,m,22,1999,vozac,2
0,da,da,1,z,21,1998,vozac,1
8.2439999999,da,da,0,m,20,1998,putnik,0
1628.2699999958,ne,da,1,z,24,1987,vozac,1
47.5029999996,ne,da,1,z,22,1991,vozac,2
2229.0549999774,da,da,1,m,25,1998,vozac,0
12.308,da,da,0,m,18,2000,vozac,0
15.048,da,ne,1,z,29,2000,vozac,2
31.6919999998,ne,da,0,z,66,1989,vozac,2
31.4069999999,da,da,1,m,18,2001,putnik,2
135.1079999991,ne,ne,1,z,34,1978,vozac,1
67.1989999991,ne,da,1,z,65,1986,vozac,1
413.7929999977,ne,da,1,z,33,1990,vozac,0
3.856,da,da,1,z,51,1995,vozac,1
1577.5309999883,da,da,0,z,17,1998,putnik,0
53.6649999996,ne,da,0,m,23,1990,vozac,0
388.4889999963,ne,da,1,m,76,1994,vozac,1
10.7779999999,da,ne,1,m,24,1998,vozac,2
18.3609999998,ne,ne,1,m,41,1993,vozac,1
433.2959999964,ne,ne,1,m,28,1989,putnik,2
463.5939999968,da,da,1,z,42,1994,vozac,2
598.5309999958,ne,ne,0,z,24,1992,putnik,2
47.5029999996,da,da,1,m,70,1993,vozac,2
14.6849999999,ne,da,0,z,51,1986,vozac,2
195.1939999983,da,da,0,z,36,2001,vozac,1
3111.4359999895,da,da,0,z,32,1996,vozac,1
35.21,da,da,0,z,38,1998,vozac,2
253.5869999994,da,da,1,m,48,1997,vozac,2
16.0349999999,da,ne,1,m,31,2000,vozac,2
3.905,ne,da,0,m,70,1986,vozac,2
97.9049999993,da,da,0,z,28,1996,putnik,0
9.2389999999,ne,ne,1,m,43,1989,vozac,2
23.4939999999,ne,ne,1,m,28,1987,vozac,2
31.6269999999,ne,da,1,z,75,1993,putnik,2
1412.5359999985,ne,da,1,m,19,1991,vozac,0
34.0529999998,da,da,0,m,78,1995,vozac,2
1667.9409999996,ne,da,0,z,68,1989,putnik,2
30.1239999998,ne,ne,1,z,23,1968,putnik,0
743.685999997,ne,da,1,z,38,1988,vozac,2
46.9919999996,ne,da,0,z,22,1994,vozac,2
91.4269999992,ne,da,1,m,25,1990,vozac,2
12.5499999999,da,da,1,m,21,1991,vozac,2
20.9719999998,da,ne,0,z,29,1993,,2
44.0699999998,da,da,1,z,37,1999,vozac,2
741.2349999994,da,ne,0,z,65,1993,vozac,2
40.1649999996,da,da,1,z,18,1996,vozac,2
452.7989999987,ne,ne,1,m,17,1986,putnik,0
72.2359999996,da,da,1,z,83,1996,putnik,2
47.5029999996,da,da,0,z,29,1997,vozac,1
634.3799999952,da,da,1,m,33,1997,vozac,0
42.0669999998,da,da,0,z,30,1993,vozac,2
682.2569999993,ne,da,1,z,35,1986,vozac,1
22.625,ne,da,1,z,49,1988,putnik,1
329.1209999993,da,da,1,z,61,1997,vozac,2
421.4849999994,da,da,1,z,24,1995,vozac,2
367.6029999964,da,da,1,z,42,1995,vozac,2
604.6799999997,da,da,1,m,37,1999,vozac,0
259.998999998,ne,ne,0,z,23,1979,putnik,1
38.9939999999,ne,da,1,z,18,1994,vozac,1
10.5789999999,da,ne,0,m,26,1992,vozac,0
458.2399999984,ne,da,0,m,24,1988,putnik,2
38.5529999998,da,da,1,m,46,1999,vozac,1
288.0349999964,ne,da,1,m,20,1986,vozac,1
241.1479999982,da,da,0,z,48,1994,vozac,1
66.3099999996,da,ne,1,z,41,1995,putnik,2
3.199,ne,da,1,z,47,1985,vozac,0
11.6209999999,da,da,1,z,24,1999,vozac,2
322.4269999973,da,da,0,m,27,1999,vozac,2
3613.5649999976,ne,ne,0,z,30,1984,putnik,1
253.8849999998,da,ne,0,m,61,1999,vozac,1
4408.76699996,ne,da,1,z,16,1984,vozac,0
1720.123999998,ne,da,1,m,33,1971,vozac,2
233.3509999998,ne,ne,0,m,20,1986,vozac,2
