make,category,year,transmission,color,fuel,engine_size,mileage,price
Volvo,Sedan,2008,manual,blue,diesel,1836,335505,12127
Mercedes-Benz,Sedan,2018,automatic,grey,petrol,1983,52215,21072
BMW,SUV,2010,manual,green,diesel,2606,336037,9261
Toyota,Pickup,2004,CVT,white,hybrid,2967,197239,33606
BMW,Coupe,2017,automatic,red,diesel,1721,155280,30798
Mercedes-Benz,Sedan,1992,manual,silver,petrol,1721,263841,21955
Hyundai,Sedan,2017,automatic,silver,petrol,1836,76026,22748
Kia,SUV,2017,manual,silver,diesel,1983,120444,17221
BMW,Coupe,1999,manual,black,petrol,2000,282144,17306
Hyundai,SUV,2009,manual,black,diesel,2557,344442,6199
Audi,SUV,2019,automatic,green,diesel,2835,74416,34797
Audi,SUV,2017,manual,grey,diesel,2967,154722,37418
Hyundai,Sedan,2017,manual,red,petrol,1983,69330,16856
Honda,Sedan,2017,CVT,white,hybrid,2295,61050,19484
Toyota,Sedan,2018,manual,red,petrol,2213,47300,18123
Mercedes-Benz,Sedan,2019,automatic,blue,diesel,1983,111220,29972
Volvo,Hatchback,2010,manual,blue,diesel,2196,231920,14966
BMW,Coupe,2012,manual,white,diesel,1983,291896,3689
Volkswagen,Sedan,2008,automatic,grey,petrol,1836,121095,7886
Audi,Sedan,2016,manual,silver,petrol,2196,96544,27883
BMW,Sedan,2004,automatic,silver,petrol,2213,241927,22520
Honda,Minivan,2007,manual,grey,diesel,2786,292096,20869
Toyota,Minivan,2011,manual,green,diesel,2213,336684,9927
Kia,Sedan,1995,manual,white,diesel,1983,754992,35470
BMW,SUV,2017,automatic,silver,diesel,2475,153798,26232
Ferrari,Convertible,2007,automatic,blue,petrol,1983,200816,79758
Ferrari,Coupe,2014,automatic,silver,petrol,1500,122067,79184
Volvo,Sedan,2011,manual,white,diesel,1500,307008,4194
Volkswagen,Hatchback,2008,manual,silver,diesel,2475,440715,4174
Audi,Sedan,1998,manual,red,petrol,1500,203075,50344
BMW,Coupe,2003,manual,green,diesel,1500,461920,21213
Toyota,SUV,1998,manual,red,diesel,2835,743000,29472
Lexus,Sedan,2006,automatic,blue,petrol,1606,247724,6094
Volvo,Sedan,2011,automatic,white,diesel,1721,205932,10756
Honda,SUV,2019,manual,red,petrol,2967,46928,18789
Toyota,Sedan,1996,manual,white,petrol,1836,297378,24094
Kia,Hatchback,2012,manual,black,petrol,1500,150491,8020
Volkswagen,SUV,2018,automatic,silver,diesel,2835,146980,30621
Toyota,SUV,2014,automatic,green,diesel,2967,239832,6918
Toyota,Wagon,2009,manual,blue,petrol,2786,130088,9070
FIAT,Hatchback,2014,manual,green,diesel,1500,234747,2002
Hyundai,Sedan,2007,manual,red,diesel,1836,372624,6154
Audi,Sedan,2004,manual,black,petrol,2196,278065,44647
Hyundai,SUV,2020,manual,blue,petrol,2295,43296,28921
BMW,Sedan,1994,manual,white,petrol,2295,336400,30060
Hyundai,Sedan,2017,manual,grey,petrol,2475,67470,23597
Lexus,SUV,2017,manual,blue,petrol,2835,74334,39007
Volvo,Wagon,2001,automatic,grey,diesel,2000,538670,4570
Volkswagen,Sedan,1998,manual,red,diesel,1606,534850,29010
BMW,Sedan,2000,automatic,blue,petrol,2213,259233,57932
Kia,SUV,2010,manual,white,diesel,2967,359190,9707
Mercedes-Benz,Wagon,2011,manual,green,diesel,2967,349584,1616
Volkswagen,Hatchback,2018,automatic,grey,petrol,2295,41755,18333
Lexus,SUV,1997,manual,silver,petrol,2606,378040,61395
BMW,Wagon,2014,automatic,white,diesel,1721,226818,22884
Hyundai,SUV,2010,automatic,blue,diesel,2213,280332,8091
Lexus,SUV,2013,automatic,green,petrol,2835,103630,15964
Porsche,SUV,2008,manual,silver,petrol,2000,132210,72009
Toyota,Pickup,2008,CVT,green,hybrid,2803,133545,14574
Volvo,SUV,2016,automatic,green,diesel,2803,119091,48757
Toyota,Pickup,2011,CVT,blue,hybrid,2967,147312,3448
Mercedes-Benz,Sedan,2006,automatic,white,electric,1,140131,61011
Porsche,Sedan,2017,automatic,grey,petrol,2213,67896,75711
Kia,Wagon,2011,manual,green,diesel,2606,213060,13233
Honda,Sedan,2013,automatic,grey,diesel,2213,263440,7736
Toyota,SUV,2016,automatic,white,petrol,1983,101339,20555
Volkswagen,Hatchback,2014,automatic,silver,petrol,1721,101331,7734
Toyota,Hatchback,2000,automatic,blue,petrol,1500,241500,3813
Hyundai,SUV,2006,manual,red,petrol,2835,141525,22234
Mercedes-Benz,Convertible,2016,manual,black,diesel,1721,183190,31760
Toyota,Minivan,1996,manual,silver,diesel,2557,496341,57457
Kia,Wagon,2012,manual,white,petrol,2803,120989,15363
Mercedes-Benz,SUV,2011,manual,grey,diesel,2786,262752,27742
Hyundai,Sedan,1992,manual,blue,diesel,1606,666407,72242
Toyota,SUV,2003,manual,silver,petrol,1983,292540,7375
Lexus,SUV,2005,manual,black,petrol,2786,153900,21087
Honda,Sedan,2019,automatic,green,electric,1,39564,35136
BMW,Coupe,2007,manual,red,petrol,1500,161248,10060
Toyota,Sedan,2017,CVT,white,hybrid,1836,89334,32882
Lexus,Sedan,2011,manual,white,petrol,2000,122664,1874
Volkswagen,Sedan,2015,manual,red,petrol,1836,100048,7040
Hyundai,Hatchback,2001,automatic,red,diesel,1606,520894,20231
Toyota,SUV,2015,manual,silver,petrol,2295,105656,13359
BMW,SUV,2017,manual,silver,diesel,2213,159612,20899
Mercedes-Benz,Minivan,2013,manual,white,petrol,2606,93950,6757
Toyota,SUV,2011,manual,red,petrol,2475,97848,12201
McLaren,Coupe,2018,manual,white,petrol,2295,44470,100953
Audi,SUV,2015,automatic,green,diesel,1983,226256,11832
Toyota,Hatchback,2020,manual,grey,diesel,2475,54660,20119
Hyundai,Coupe,2005,automatic,blue,diesel,1836,465588,17628
Honda,Coupe,2014,automatic,blue,petrol,2000,103914,10113
Toyota,SUV,2020,CVT,black,hybrid,2213,25761,41639
Hyundai,Hatchback,2018,manual,green,petrol,2196,43740,18304
Volvo,Sedan,2013,automatic,grey,petrol,1500,147920,7307
FIAT,Convertible,2017,manual,green,diesel,1836,126048,17747
Porsche,Convertible,2011,automatic,silver,petrol,2475,149508,81053
Mercedes-Benz,Convertible,2011,automatic,grey,petrol,2213,167760,1787
Mercedes-Benz,Sedan,1999,automatic,grey,electric,1,213768,39528
FIAT,Hatchback,2016,manual,silver,diesel,2000,183421,8325
Kia,SUV,2009,automatic,green,diesel,2803,291564,12365
Honda,Hatchback,2015,manual,silver,diesel,2295,175200,13937
Volkswagen,Hatchback,2016,automatic,black,electric,1,82649,18799
Mercedes-Benz,Coupe,2020,automatic,red,electric,1,24750,42065
Honda,Sedan,2007,manual,silver,petrol,2475,160320,1072
Ferrari,Convertible,2007,automatic,green,petrol,1606,196528,84687
Hyundai,SUV,2014,automatic,blue,diesel,2803,206613,21062
Mercedes-Benz,SUV,2011,automatic,blue,diesel,2475,298476,4796
Volkswagen,SUV,2015,automatic,blue,diesel,2000,139096,16675
Mercedes-Benz,Sedan,1994,manual,green,diesel,1500,528061,44912
Lexus,Sedan,2017,automatic,white,petrol,1500,67542,25132
BMW,SUV,2008,manual,blue,diesel,2475,309930,9559
Audi,Wagon,2010,manual,blue,petrol,2196,136864,2079
Volkswagen,SUV,2014,manual,red,petrol,2475,132291,3938
FIAT,Convertible,2019,manual,green,petrol,2475,46328,24027
Volvo,Wagon,2007,automatic,grey,petrol,1500,209216,20355
BMW,Coupe,2018,manual,red,petrol,1836,44200,26344
Ferrari,Coupe,2006,manual,red,petrol,1836,205717,24703
Ferrari,Convertible,2018,manual,green,petrol,1836,62820,98326
Volkswagen,Hatchback,2015,manual,red,diesel,1606,147088,8045
Honda,Coupe,2001,manual,blue,diesel,1721,474650,2730
Lexus,Convertible,2006,manual,silver,petrol,1721,168283,16158
Toyota,Sedan,2010,automatic,silver,petrol,2000,132600,6204
Honda,SUV,2011,automatic,white,petrol,2475,118956,7301
Toyota,Minivan,2008,automatic,blue,petrol,2295,142260,4929
Ferrari,Coupe,2016,manual,grey,petrol,1983,76125,93251
Audi,Sedan,2018,manual,black,diesel,2295,144530,41680
Kia,Wagon,2013,manual,green,petrol,2835,113850,5048
Audi,Sedan,2016,manual,blue,petrol,2295,58982,15753
BMW,Sedan,2004,automatic,green,petrol,1500,222547,22064
Audi,Sedan,2016,manual,red,petrol,2295,65842,16166
Audi,Sedan,2016,manual,white,petrol,1606,83293,23962
Toyota,Sedan,2016,automatic,blue,diesel,2213,150409,9947
Audi,Coupe,2014,manual,black,petrol,1500,102672,3407
Hyundai,Sedan,2002,manual,green,diesel,1983,564627,19790
Volvo,Sedan,1998,automatic,red,petrol,1983,223950,60734
Lexus,Sedan,2019,manual,grey,petrol,1721,44224,40029
Volkswagen,Convertible,1998,CVT,blue,hybrid,1721,372150,26754
Volkswagen,Convertible,2015,manual,white,petrol,1983,73232,6509
Volkswagen,SUV,2015,manual,green,petrol,1836,74928,6976
Volvo,SUV,2015,automatic,black,petrol,2196,75152,13266
Volkswagen,SUV,2017,automatic,red,petrol,2000,68760,23148
Hyundai,Sedan,2006,automatic,blue,petrol,1836,252365,626
Audi,Wagon,2017,automatic,red,electric,1,51894,36407
Hyundai,Hatchback,2010,manual,black,diesel,2000,362908,4126
Porsche,Coupe,2000,automatic,grey,petrol,2475,256588,78809
Hyundai,Sedan,2016,manual,red,petrol,1500,88984,14440
Kia,Sedan,2002,manual,white,diesel,1983,546840,14679
Volkswagen,SUV,2018,manual,grey,petrol,2475,47545,15301
Hyundai,SUV,2009,manual,red,petrol,1983,142352,15165
BMW,Convertible,2011,automatic,grey,petrol,2000,110844,9427
Toyota,SUV,2017,manual,blue,petrol,1983,86088,28353
Mercedes-Benz,Convertible,1997,automatic,grey,diesel,2475,725842,14360
Honda,Sedan,2018,manual,white,diesel,2000,115700,22026
Volvo,Wagon,1998,automatic,white,petrol,2967,251175,43585
Hyundai,SUV,2001,manual,black,diesel,1983,471790,3056
Toyota,Sedan,1995,automatic,silver,diesel,2475,504728,32568
Volkswagen,Hatchback,2019,automatic,black,petrol,2475,55840,14117
Volkswagen,Convertible,1996,CVT,black,hybrid,2213,306207,17294
Toyota,Hatchback,1995,automatic,red,diesel,2475,573132,8039
BMW,Coupe,2019,automatic,red,petrol,2213,39524,23810
Mercedes-Benz,Sedan,2019,manual,black,diesel,2295,84524,23383
Mercedes-Benz,Coupe,2001,automatic,grey,petrol,1721,228932,4159
Toyota,SUV,1995,manual,black,petrol,2557,268212,12392
Toyota,SUV,2010,manual,silver,petrol,2196,107653,10983
Honda,Minivan,2000,manual,green,petrol,2786,324323,45657
Toyota,Coupe,2018,automatic,white,diesel,2196,145085,17916
Lexus,SUV,2009,manual,white,petrol,2000,144816,17678
Volkswagen,Hatchback,2016,automatic,silver,diesel,2000,166376,13151
Mercedes-Benz,SUV,2017,manual,silver,petrol,2786,62676,32165
Honda,Hatchback,2002,automatic,silver,diesel,1836,430059,13972
Hyundai,Hatchback,1997,automatic,white,petrol,2295,274534,27373
Toyota,Pickup,2013,CVT,red,hybrid,2803,135570,42918
Kia,SUV,2017,manual,grey,diesel,2475,161094,15490
Mercedes-Benz,Coupe,1992,automatic,green,petrol,2000,410843,19795
Mercedes-Benz,Sedan,1992,automatic,grey,petrol,1836,333157,20279
Toyota,Pickup,1995,CVT,silver,hybrid,2295,404152,33614
Mercedes-Benz,Sedan,2017,manual,grey,petrol,2000,58584,21832
Toyota,Sedan,2017,CVT,silver,hybrid,1983,51474,20072
Toyota,Sedan,2007,manual,silver,petrol,2000,188128,20615
Volkswagen,Hatchback,2009,manual,grey,diesel,2000,267596,8139
BMW,Coupe,1992,manual,white,diesel,2295,778317,30526
Mercedes-Benz,SUV,2016,automatic,grey,petrol,2786,79730,29188
Audi,Sedan,2013,manual,white,petrol,2000,135370,4663
BMW,Sedan,2017,automatic,blue,petrol,2196,78174,29889
Toyota,Minivan,1994,manual,silver,petrol,1836,342171,62657
BMW,Sedan,2007,manual,white,petrol,1606,221040,1652
Porsche,Coupe,2012,manual,silver,petrol,1721,131516,65005
BMW,Coupe,2018,manual,blue,diesel,2196,149340,31803
Hyundai,Sedan,1995,manual,white,petrol,2213,401940,13211
Honda,Coupe,1993,manual,green,diesel,2475,861900,25001
FIAT,Hatchback,2014,manual,white,diesel,2213,185922,4320
Lexus,Coupe,1999,automatic,red,petrol,2196,310776,51064
Toyota,Coupe,1992,automatic,black,diesel,1606,527124,39040
Audi,SUV,2011,manual,black,diesel,2295,276912,9320
Mercedes-Benz,SUV,2010,automatic,green,diesel,2000,293501,2979
BMW,Coupe,2016,manual,red,diesel,1721,186018,13282
Lexus,Hatchback,2003,CVT,blue,hybrid,1836,195540,11219
Lexus,Sedan,1993,automatic,white,petrol,2196,432090,106069
Lexus,Sedan,2016,automatic,silver,hybrid,1606,64596,19234
Mercedes-Benz,Convertible,2015,automatic,grey,electric,1,66952,39199
Volkswagen,Hatchback,2003,manual,silver,petrol,1606,228560,29112
BMW,Coupe,1996,manual,white,petrol,1721,346815,71223
Volkswagen,Wagon,2014,manual,white,diesel,2196,220077,10294
FIAT,Convertible,2017,automatic,silver,diesel,2213,136266,15226
Lexus,Convertible,2010,automatic,black,hybrid,1721,122590,25484
Volkswagen,Sedan,2019,automatic,black,diesel,1983,118840,24002
Lexus,SUV,2019,manual,blue,petrol,2803,42420,47096
Audi,Sedan,2004,automatic,white,petrol,2475,192850,27254
Porsche,Convertible,2011,automatic,black,diesel,2213,341868,75835
Mercedes-Benz,Sedan,1993,manual,silver,diesel,2475,839730,35377
Audi,Sedan,2018,manual,blue,petrol,2475,62940,36358
Hyundai,Sedan,2007,automatic,black,diesel,1983,472320,3244
Tesla,SUV,2016,automatic,black,electric,1,62384,68891
Audi,Sedan,1999,manual,grey,petrol,2196,252096,20228
BMW,Convertible,2006,manual,green,diesel,1500,328219,11066
Toyota,Coupe,2008,manual,silver,petrol,2475,179835,5836
Honda,Sedan,2019,automatic,red,hybrid,1606,45216,29140
Honda,Coupe,1999,manual,blue,petrol,1500,280536,13612
Audi,Sedan,2014,automatic,white,petrol,2196,134271,18422
Mercedes-Benz,Sedan,2003,automatic,blue,electric,1,219920,0
Mercedes-Benz,Convertible,2014,automatic,red,diesel,2196,267552,25032
Toyota,Coupe,2000,manual,red,petrol,1500,193223,9826
Toyota,Wagon,1993,manual,silver,petrol,2196,264690,64270
Volvo,Wagon,2017,automatic,silver,diesel,2295,124890,16604
Volkswagen,Coupe,1994,automatic,green,petrol,1983,352408,28504
Hyundai,Sedan,2003,manual,black,petrol,1500,216740,27895
Lexus,Sedan,2009,automatic,black,petrol,1500,157990,10253
BMW,SUV,2020,automatic,grey,diesel,2835,85569,42135
Porsche,Hatchback,1995,manual,silver,petrol,2196,354452,10568
Volkswagen,Sedan,1994,manual,black,diesel,2000,712733,34781
Volkswagen,Hatchback,2016,manual,white,petrol,2295,64029,13900
Honda,SUV,2006,automatic,red,diesel,2213,487288,997
Hyundai,SUV,2018,automatic,black,petrol,2557,62960,20341
Volkswagen,Sedan,1998,manual,red,diesel,2213,724875,12559
Volkswagen,Convertible,1996,CVT,blue,hybrid,1721,266004,32666
Hyundai,Sedan,2012,automatic,green,diesel,1606,203533,9527
Honda,Hatchback,2008,manual,white,diesel,2295,286050,4275
Kia,Sedan,2011,manual,grey,petrol,1500,171060,1261
Kia,Coupe,2016,manual,red,petrol,1500,71302,10141
Toyota,SUV,2008,manual,red,diesel,2213,265155,3252
Porsche,Coupe,1996,manual,white,petrol,2295,387126,56324
Volkswagen,Wagon,2019,automatic,grey,diesel,2196,112780,17932
Volvo,SUV,2007,manual,white,diesel,2803,351344,11898
Mercedes-Benz,SUV,2017,manual,grey,diesel,2295,143490,38148
Toyota,SUV,1997,automatic,grey,diesel,2295,719108,63953
Lexus,Convertible,2010,CVT,blue,hybrid,1836,167297,25918
Hyundai,Sedan,2001,manual,black,diesel,1836,500038,2640
Hyundai,Coupe,1995,automatic,green,petrol,1721,316736,21465
Honda,Coupe,1995,manual,green,diesel,1721,717276,17420
Audi,Sedan,2015,manual,green,diesel,2196,216712,25323
Lexus,Sedan,1995,manual,black,petrol,1836,331100,27480
Volkswagen,Minivan,1999,manual,white,petrol,2475,307632,45386
Volkswagen,Hatchback,2014,manual,black,diesel,1836,184320,13101
Volvo,Sedan,1993,automatic,silver,diesel,1721,631560,55754
Audi,Coupe,2009,manual,blue,petrol,2213,175266,18270
Mercedes-Benz,Wagon,2009,automatic,red,petrol,2786,199486,4732
Toyota,Minivan,2004,automatic,blue,diesel,2835,432212,6968
Volvo,SUV,2012,manual,white,petrol,2557,147158,462
Toyota,Sedan,1992,manual,red,petrol,2295,439022,61977
Mercedes-Benz,Coupe,2017,manual,black,diesel,1606,177624,15994
Lexus,Coupe,2017,automatic,blue,petrol,1983,73140,26608
Kia,Sedan,2011,manual,grey,petrol,1500,165204,1345
Honda,Convertible,2007,manual,blue,diesel,1983,391168,1360
Volkswagen,Hatchback,2006,manual,red,diesel,2475,476272,11480
Audi,Coupe,2016,manual,red,petrol,1500,81256,17814
Kia,SUV,1999,manual,silver,diesel,1836,559752,67527
Volkswagen,Minivan,2000,manual,green,petrol,2000,316526,53055
Honda,Hatchback,2016,manual,white,petrol,1721,60809,9395
Audi,Wagon,2003,automatic,white,diesel,2557,459400,32746
Honda,Convertible,2002,automatic,black,diesel,1606,447552,1736
Lexus,Sedan,2001,automatic,white,petrol,1836,222662,67893
FIAT,Hatchback,2019,automatic,red,diesel,2000,112564,15566
Volkswagen,Convertible,2012,manual,green,diesel,2000,275264,11115
Mercedes-Benz,Wagon,1993,automatic,blue,diesel,1500,776970,92075
BMW,Hatchback,2019,manual,blue,petrol,2000,51652,24165
Kia,Sedan,2017,manual,silver,petrol,2295,51732,18945
Lexus,Sedan,2007,automatic,red,petrol,1721,184704,12119
FIAT,Hatchback,2014,manual,white,diesel,1836,253386,4626
Volkswagen,Sedan,2020,manual,black,diesel,2213,58971,19372
Toyota,Pickup,2005,CVT,white,hybrid,2606,158868,37416
Mercedes-Benz,Convertible,2017,manual,blue,diesel,1836,138780,28678
Audi,Convertible,1994,CVT,grey,hybrid,2213,379813,76430
Toyota,Hatchback,1997,manual,green,diesel,1606,734968,33548
Toyota,Pickup,1998,CVT,green,hybrid,2835,284800,69898
Honda,Hatchback,1994,manual,green,petrol,1836,365255,40395
Hyundai,Sedan,2019,CVT,red,hybrid,2295,36156,29579
Toyota,Hatchback,1993,manual,blue,diesel,1836,585600,17988
Lexus,SUV,2000,manual,silver,petrol,1983,301852,68225
Mercedes-Benz,Convertible,2006,manual,green,petrol,1606,160854,21379
Hyundai,Sedan,1999,manual,green,diesel,1983,437448,22535
Toyota,SUV,2011,manual,black,diesel,2967,276264,8330
Ferrari,Coupe,2012,automatic,silver,petrol,1721,155815,49253
Toyota,Pickup,1992,CVT,red,hybrid,2295,357492,98722
BMW,Coupe,2019,manual,red,petrol,2213,45964,28569
Hyundai,Wagon,2010,manual,black,diesel,2475,339989,7586
Volkswagen,Sedan,2008,manual,black,petrol,2295,198870,1577
Kia,Wagon,2018,CVT,green,hybrid,2967,69025,23138
Volkswagen,Hatchback,2018,automatic,green,electric,1,52055,26953
Honda,Convertible,2009,automatic,black,diesel,1836,238042,12392
Audi,Sedan,1994,automatic,grey,petrol,2213,373317,20761
Honda,Pickup,2010,manual,white,petrol,2557,152321,11570
BMW,Coupe,2014,automatic,silver,petrol,1836,72540,25539
Toyota,Hatchback,2015,CVT,red,hybrid,2213,97792,12287
Volvo,Wagon,2018,manual,red,diesel,2967,127170,24911
Volkswagen,Sedan,2014,automatic,black,diesel,1500,158769,7000
BMW,SUV,2014,automatic,blue,diesel,1983,181809,36732
Toyota,Sedan,2011,manual,white,petrol,1983,115956,1384
Hyundai,Coupe,2016,automatic,black,diesel,1721,167671,11444
Volvo,Sedan,2013,manual,white,diesel,2213,194190,3688
FIAT,Hatchback,2018,automatic,black,diesel,2475,143690,14106
Hyundai,Sedan,2013,manual,silver,diesel,2295,215650,2913
Toyota,Minivan,1997,automatic,black,petrol,2557,300794,69308
Toyota,Hatchback,1996,manual,green,petrol,2295,271188,29693
Volkswagen,SUV,2015,manual,black,petrol,1983,108792,6473
Honda,Sedan,2017,manual,green,petrol,2295,59496,21452
Ferrari,Coupe,2011,manual,green,petrol,2295,143556,130001
Lexus,Sedan,2013,manual,silver,petrol,1721,127650,24698
BMW,SUV,2019,automatic,black,diesel,2475,108604,52628
BMW,Hatchback,2019,automatic,red,diesel,2213,88572,25996
Honda,Sedan,2008,manual,black,petrol,2000,149745,3481
Mercedes-Benz,Minivan,2018,manual,red,petrol,2786,43545,36508
Volvo,Sedan,2010,manual,silver,diesel,2295,311376,7947
Volkswagen,Hatchback,2000,automatic,grey,diesel,1721,576334,12326
BMW,Convertible,2016,manual,silver,diesel,2475,188356,29340
Volvo,Sedan,2003,automatic,white,petrol,2000,263880,19018
Toyota,SUV,2001,manual,blue,diesel,2803,458502,29567
Kia,Wagon,2019,automatic,red,diesel,2557,95392,24852
Honda,SUV,2020,manual,blue,diesel,2196,55509,32514
Mercedes-Benz,SUV,2015,automatic,red,diesel,2295,238000,25380
Toyota,Sedan,2010,automatic,black,diesel,1606,257205,2535
Kia,SUV,2009,manual,blue,diesel,2835,240142,4399
Mercedes-Benz,Minivan,2015,automatic,silver,petrol,2606,117408,37496
Kia,Sedan,2012,manual,blue,diesel,2196,297253,15355
Toyota,Pickup,2004,automatic,white,hybrid,2606,209361,3892
Mercedes-Benz,Sedan,2001,manual,white,petrol,2196,263252,58746
Mercedes-Benz,Coupe,2007,manual,red,diesel,2196,316576,6296
Kia,Sedan,2016,CVT,white,hybrid,1606,79156,17880
Mercedes-Benz,SUV,2012,automatic,green,diesel,2803,190773,8635
Mercedes-Benz,Coupe,2013,manual,white,diesel,1983,231790,0
BMW,SUV,2015,automatic,green,petrol,1983,72184,10878
Toyota,Hatchback,1997,manual,blue,petrol,1836,216424,23807
Honda,Hatchback,2015,manual,black,petrol,1836,78840,10361
Toyota,Hatchback,1995,manual,silver,petrol,1983,298172,18827
BMW,Coupe,2002,automatic,red,petrol,1606,193284,31491
Toyota,Pickup,2007,CVT,silver,hybrid,2557,217072,2947
Toyota,Minivan,2002,manual,white,diesel,2295,417249,47487
Kia,Sedan,1996,manual,black,petrol,1983,261360,15982
Toyota,Coupe,2020,manual,green,diesel,1983,60270,18263
Mercedes-Benz,SUV,2018,manual,black,diesel,2557,118105,49215
Volkswagen,Sedan,1995,manual,black,diesel,1721,635740,17374
Toyota,Pickup,1994,CVT,silver,hybrid,2967,415889,90277
Toyota,Hatchback,2013,CVT,black,hybrid,1983,102660,19538
Toyota,SUV,1997,manual,grey,petrol,2786,213590,20115
Honda,Coupe,1997,automatic,silver,petrol,1606,383578,33313
Mercedes-Benz,Sedan,1994,automatic,red,diesel,1606,522870,80286
BMW,Sedan,2009,manual,grey,diesel,1500,243852,8859
Mercedes-Benz,Minivan,2018,manual,blue,diesel,2475,130485,31739
Mercedes-Benz,Sedan,2006,automatic,silver,electric,1,247894,40276
Audi,Sedan,2012,manual,blue,petrol,2196,147675,20096
Ferrari,Convertible,2016,manual,black,petrol,1500,103089,122644
Toyota,Coupe,1995,manual,grey,petrol,1500,372792,20178
Audi,Coupe,2015,automatic,green,diesel,2213,223568,14889
Mercedes-Benz,Minivan,2016,manual,black,petrol,2803,84868,41686
Hyundai,Sedan,2018,manual,silver,diesel,1721,122320,20205
Kia,SUV,2004,manual,silver,diesel,2000,414599,1609
BMW,Convertible,2001,manual,white,petrol,1606,212300,51558
Toyota,Pickup,1997,CVT,black,hybrid,2803,247572,101203
Kia,SUV,2016,automatic,blue,petrol,2196,99379,13743
Toyota,Pickup,2016,CVT,red,hybrid,2967,98462,38827
BMW,Sedan,2003,automatic,black,diesel,1836,502080,27999
Volkswagen,Sedan,2006,manual,grey,diesel,2000,320586,21473
BMW,Sedan,2000,manual,green,petrol,2475,344034,52797
Toyota,Pickup,2004,CVT,blue,hybrid,2967,169917,28490
Lexus,Coupe,1997,manual,black,petrol,1606,346762,50762
Toyota,SUV,2012,manual,green,petrol,1983,130152,9176
Volkswagen,Sedan,1996,manual,black,diesel,2000,677727,24760
Mercedes-Benz,Coupe,2020,automatic,green,electric,1,28803,45843
Honda,Sedan,2002,manual,blue,diesel,1721,358722,11810
Toyota,SUV,2007,manual,silver,diesel,2606,387760,1504
Mercedes-Benz,SUV,2018,manual,black,petrol,2606,70710,50691
Honda,SUV,2015,automatic,silver,diesel,1836,202392,21092
Toyota,Sedan,2018,CVT,black,hybrid,2475,53260,24918
Mercedes-Benz,Sedan,2006,automatic,black,electric,1,189941,52917
Audi,Sedan,2015,manual,red,petrol,1500,88432,17293
Lexus,Sedan,2015,CVT,blue,hybrid,2295,90344,19749
Hyundai,Coupe,2014,manual,green,diesel,1721,190962,4734
Toyota,SUV,2011,automatic,red,petrol,2000,104928,1733
Audi,Wagon,2002,manual,red,petrol,2606,265335,32968
Volkswagen,Hatchback,2009,automatic,blue,petrol,1983,135030,7820
Mercedes-Benz,Sedan,2017,automatic,green,electric,1,61050,50684
Audi,Sedan,2010,automatic,silver,diesel,2475,278408,15156
BMW,SUV,2014,automatic,grey,petrol,2803,109854,21112
BMW,Convertible,2019,automatic,red,petrol,1721,52100,33789
BMW,SUV,2004,automatic,blue,diesel,1836,408424,17061
Mercedes-Benz,Sedan,2019,manual,green,diesel,2213,107736,24352
Mercedes-Benz,Sedan,2005,manual,white,diesel,2295,375282,39120
Kia,Minivan,2005,manual,white,diesel,2606,330912,4743
Mercedes-Benz,Convertible,1999,automatic,black,petrol,2000,242112,10412
Kia,Sedan,2019,CVT,white,hybrid,1606,43132,24304
Hyundai,Sedan,2008,manual,silver,petrol,1983,155535,11730
Toyota,Sedan,2001,manual,grey,diesel,1836,649660,16914
Volkswagen,Convertible,2011,manual,blue,diesel,2475,278676,13917
Mercedes-Benz,Convertible,2015,manual,red,diesel,1721,166560,14529
Toyota,Sedan,1996,manual,red,diesel,2000,625536,30492
BMW,Convertible,2018,manual,white,diesel,1500,125525,34903
Kia,Sedan,2019,automatic,green,petrol,2475,39988,16542
Hyundai,Sedan,2015,manual,black,petrol,1836,116992,13321
Audi,Sedan,1993,manual,green,diesel,1606,725370,79915
Porsche,SUV,2010,manual,red,petrol,2786,186615,140163
Mercedes-Benz,Convertible,2019,manual,blue,diesel,2000,117056,35308
BMW,Convertible,2012,manual,white,diesel,1606,278047,5259
BMW,SUV,2016,automatic,blue,petrol,2835,63546,31860
Mercedes-Benz,Coupe,2001,manual,blue,diesel,2000,413512,19248
Volvo,SUV,2009,manual,red,petrol,2835,116200,18513
Mercedes-Benz,SUV,2011,manual,silver,petrol,2803,111912,3906
Honda,SUV,2003,manual,blue,diesel,1983,355720,0
BMW,SUV,2016,manual,grey,diesel,2835,181307,40690
Lexus,Convertible,2010,CVT,green,hybrid,1836,158275,23383
Toyota,Minivan,1995,automatic,silver,diesel,2475,513772,62389
Audi,SUV,2017,manual,green,petrol,2967,83082,21055
Mercedes-Benz,Sedan,1992,manual,silver,petrol,1721,421476,67854
Audi,Convertible,2012,manual,blue,diesel,2295,326612,21160
Kia,Wagon,2019,CVT,white,hybrid,2967,52392,33007
Volkswagen,Hatchback,2018,automatic,grey,electric,1,61825,36607
Honda,SUV,1998,automatic,white,petrol,1836,306175,19556
Honda,Sedan,2019,manual,silver,diesel,1606,101608,15655
Mercedes-Benz,Hatchback,2017,automatic,red,diesel,2295,105204,17862
Volvo,SUV,2017,manual,black,diesel,2606,136596,35027
Mercedes-Benz,SUV,2016,manual,red,diesel,2213,188559,35164
Lexus,Coupe,1993,automatic,silver,petrol,2295,267480,79698
Volvo,Sedan,1994,automatic,black,diesel,2213,781695,51213
